step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 5300  t=5300.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5301  t=5301.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5302  t=5302.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5303  t=5303.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5304  t=5304.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5305  t=5305.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5306  t=5306.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5307  t=5307.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5308  t=5308.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5309  t=5309.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5310  t=5310.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5311  t=5311.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5312  t=5312.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5313  t=5313.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5314  t=5314.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5315  t=5315.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5316  t=5316.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5317  t=5317.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5318  t=5318.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5319  t=5319.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5320  t=5320.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5321  t=5321.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5322  t=5322.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5323  t=5323.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5324  t=5324.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5325  t=5325.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5326  t=5326.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5327  t=5327.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5328  t=5328.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5329  t=5329.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5330  t=5330.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5331  t=5331.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5332  t=5332.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5333  t=5333.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5334  t=5334.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5335  t=5335.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5336  t=5336.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5337  t=5337.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5338  t=5338.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5339  t=5339.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5340  t=5340.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5341  t=5341.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5342  t=5342.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5343  t=5343.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5344  t=5344.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5345  t=5345.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5346  t=5346.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5347  t=5347.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5348  t=5348.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5349  t=5349.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5350  t=5350.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5351  t=5351.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5352  t=5352.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5353  t=5353.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5354  t=5354.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5355  t=5355.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5356  t=5356.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5357  t=5357.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5358  t=5358.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5359  t=5359.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5360  t=5360.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5361  t=5361.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5362  t=5362.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5363  t=5363.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5364  t=5364.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5365  t=5365.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5366  t=5366.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5367  t=5367.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5368  t=5368.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5369  t=5369.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5370  t=5370.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5371  t=5371.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5372  t=5372.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5373  t=5373.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5374  t=5374.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5375  t=5375.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 5376  t=5376.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
